query1	query2	score	old_scores	new_scores
аренда участок недра	договор аренда земельный участок с право выкуп	0.0	0.08096380531787872	0.008893629536032677
новогодний подарок клиент	новогодний подарок сотрудник без ндс	0.0	0.49801748991012573	0.46535760164260864
патент мойка самообслуживание	патент обувь маркировать	0.0	0.984351634979248	0.9797558784484863
заполнение форма 2 отчет о финансовый результат	как сформировывать отчет о финансовый результат на усна	1.0	0.038160160183906555	0.007199397310614586
6 ндфл натуральный	как в 6 ндфл отражать натуральный выплата	1.0	0.9722155332565308	0.9570595026016235
как направлять платежка вместо уведомление	можно платить енп несколько платежка енп как отражать в уведомление	0.0	-0.040005605667829514	-0.07705442607402802
может ли директор с расчетный счет организация снимать деньги	может ли ипать снимать деньги со свой расчетный счет	0.0	0.012122857384383678	0.04986237734556198
надо ли вести личный карточка т 2 в 2022 год	отпуск за свой счет в личный карточка	0.0	-0.03675186634063721	-0.04847336933016777
как в ао получать согласие на совершение или последующий одобрение крупный сделка	решение о совершение крупный сделка	0.0	0.017207950353622437	0.09106390923261642
протокол собрание учредитель о смена директор	собрание ооо	0.0	-0.05921138823032379	-0.024654924869537354
ндфл дмс	учет взнос дмс	0.0	0.01356029324233532	-0.013348255306482315
индивидуальный предприниматель сдавать склад в аренда налог на имущество	налог на имущество ипать на усна 2022	1.0	0.9783922433853149	0.9491515159606934
льгота и отсрочка по рсв	отсрочка по налог на прибыль	0.0	-0.009854183532297611	0.01900135912001133
ндфл с дивиденд прогрессивный шкала	прогрессивный налоговый ставка 15 по ндфл кто платить	0.0	0.8724364042282104	0.8768503665924072
налоговый штраф устанавливать за непредставление документ по встречный проверка	штраф налоговый мониторинг документ	0.0	0.021106261759996414	0.022233568131923676
бухгалтерский справка пеня	взыскание пеня на следующий день	0.0	-0.011406643316149712	-0.0010590627789497375
индексация зарплата задний число как способ легализация зарплата	индексация зарплата с 1 февраль	0.0	0.09384860098361969	0.17116589844226837
как арендодатель отражать передача готовый продукция или товар в финансовый аренда по правило фсба 25 2018	финансовый аренда	0.0	-0.03697793930768967	0.007659235969185829
бухгалтерский справка расход будущий период страхование	расход будущий период в бухгалтерский учет перечень пбу	0.0	0.1711440086364746	0.13303843140602112
образец запись прием на работа в трудовой книжка	прием на 0 5 ставка запись в трудовой книжка	0.0	0.02910606376826763	-0.01884256675839424
что такой rjl ошибка 0000000002 d форма 6 ндфл	что такой существенный ошибка в ну и бу	0.0	0.010749930515885353	0.01822243630886078
542991	госпошлина за подача исковый заявление	0.0	-0.005844504572451115	-0.009705709293484688
в соответствие с ч 1 ст 839 гку подрядчик т е наш организация обязанный выполнять работа с использование свой материал такой материал не поставляться отдельно а их стоимость включаться в цена	ндс к вычет при покупка материал и передавать их сторонний организация для работа по ремонт арендовать офис	0.0	0.47688889503479004	0.3183094263076782
налог на имущество для полностью самортизированный основной средство при переход на фсба 6 2020	переход на фсба 6 2020 какой документ оформлять при присвоение ликвидационный стоимость	0.0	-0.014224390499293804	-0.06219702586531639
исполнять обязанность директор устанавливать себя доплата	приказ о возложение обязанность директор в связь с отпуск	0.0	0.0743526965379715	-0.04932559281587601
как составлять приказ дополнительный отпуск работа за компьютер	приказ о замена дополнительный отпуск инвалид денежный компенсация	1.0	0.9832990169525146	0.9438546895980835
кто подписывать форма кс 2 и кс 3	ставиться ли печать в кс 2 и кс 3	0.0	0.2016555666923523	0.1785951852798462
налоговый отчетность за 2020 год	форма упрощенный бухгалтерский баланс за 2020 год	0.0	0.20104019343852997	0.14491523802280426
в счет фактура не указывать адрес продавец	счет фактура грузоотправитель адрес он же	0.0	-0.03333326429128647	-0.08794599771499634
калькулятор рентабельность	коэффициент рентабельность продажа	1.0	0.934017539024353	0.9331947565078735
где находить табель учет рабочий время в 1с	находить документ за час	0.0	0.04545176774263382	-0.00026715919375419617
дата признание доход принципал при усна	признание доход ипать на осно	0.0	0.050383973866701126	0.05381377041339874
получение решение на водопользование	расход на получение лицензия учет	0.0	0.0313187800347805	0.04178681969642639
до какой число утверждать график отпуск на 2023 год	когда утверждать график отпуск	1.0	0.14114302396774292	0.6729588508605957
изменение штатный расписание в связь с индексация	образец штатный расписание с квота для инвалид	0.0	-0.02275799959897995	-0.04152313247323036
срок исковой давность	срок исковой давность задолженность коммунальный срок исковой давность по взыскание долг за коммунальный услуга срок исковой давность коммунальный платеж срок давность по коммунальный платеж	0.0	0.12073923647403717	0.09450492262840271
как рассчитать отпуск в май выходной	как рассчитать частичный ликвидация	0.0	0.48625481128692627	0.197435200214386
застройщик принимать кс 2 кс 3 подписывать технический заказчик и генеральный подрядчик	кто подписывать кс 3 кс 2	0.0	0.013814416714012623	0.07718335092067719
что такой сопутствовать аудит услуга	что такой дисконтирование	0.0	0.03349824249744415	0.005372787360101938
нко фсба 25 2018	фсба 25 переходить	0.0	-0.053084976971149445	-0.06754308193922043
бухгалтерский справка по исправление прошлый период в текущий	проводка распределение чистый прибыль за текущий период	0.0	0.0055663431994616985	0.03658449649810791
нужно ли сообщать в военкомат прием на работа временный сотрудник в 2023 год	прием на работа предоставлять временный убежище в 2023 год	0.0	0.45009416341781616	0.29694664478302
выдавать заем по контролировать сделка	контролировать сделка учредитель нерезидент	0.0	0.05901722237467766	0.048258960247039795
декабрьский зарплата в 6 ндфл	пример заполнение 6 ндфл аванс и зарплата	0.0	-0.04312776029109955	-0.045953862369060516
амортизационный премия в декларация по налог на прибыль	стр 300 декларация по налог на прибыль	0.0	-0.031138109043240547	0.0371890515089035
6 ндфл отпускной переходящий	отпускной в 6 ндфл за год	0.0	0.053400009870529175	0.026746388524770737
договор купля продажа тс с рассрочка платеж	регистрация договор купля продажа квартира	0.0	0.017643185332417488	0.01672699674963951
можно ли оплачивать страховой взнос с заработный плата рано сам заработный плата	не облагаться взнос заработный плата за декабрь субсидия 12 792 нерабочий день	0.0	0.15485744178295135	-0.010732688009738922
трудовой договор малый предпринимательство	трудовой договор ненормированный	0.0	0.07376141846179962	0.09370996057987213
вновь создавать организация налог на прибыль	налог на прибыль доход свыше 15 млн вновь создавать организация	1.0	0.6108849048614502	0.6271092891693115
какой год бух документ можно уничтожать в 2022 год	о выделение к уничтожение документ и дело	1.0	0.8195693492889404	0.41922232508659363
сокращение расход	уведомление о сокращение штат	0.0	0.004791002720594406	0.054710328578948975
исполнение обязательство третий лицо	перечислять зарплата на карта третий лицо	0.0	0.03780170530080795	0.12002398818731308
приказ об отмена очередной отпуск в связь с увольнение образец	приказ об отпуск с последующий увольнение когда сдавать сзв тд	0.0	-0.0125364288687706	-0.049153752624988556
беспроцентный заем сотрудник ндфл на покупка жилье	заем сотрудник материальный ндфл	0.0	0.07798903435468674	0.02423517405986786
ндфл при уменьшение уставной капитал	уменьшение уставной капитал продажа акция ао	0.0	0.005079329013824463	-0.003914326429367065
в какой документ прописываться кто должный разрабатывать инструкция по охрана труд	какой документ по охрана труд надо изменять в 2022 год	0.0	-0.0541626513004303	0.06869801878929138
сотрудник поменять фамилия	фамилия они это персональный данные	0.0	0.002092123031616211	0.004216795787215233
документ для вычет по ндфл на ребенок	стандартный вычет по ндфл на ребенок если платить алименты	0.0	0.0690867155790329	0.09398208558559418
нужно ли начислять страховой взнос при прощение долг гражданин	по договор заем кредит заимодавец кредитор по который на 1 март 2022 год являться иностранный организация иностранный гражданин в случай принятие решение о прощение долг такой	0.0	0.6873608827590942	-0.04278905317187309
ндфл с новогодний подарок ребенок работник	подарок ребенок сотрудник как отражать в ндфл	1.0	0.9906107783317566	0.9816066026687622
индивидуальный предприниматель принимать наличный в оплата за продажа земельный участок	физ лицо владеть земельный участок и являться ипать применять усна доход какой налог он заплатить при продажа земельный участок	1.0	0.6766085028648376	0.47681257128715515
список метод составление бюджет	список санкционный банк	0.0	0.021872904151678085	-0.02701611816883087
как в книга покупка отражать возврат аванс	книга покупка частичный зачет ндс по аванс сумма в столбец 15 и 16	0.0	-0.025937803089618683	-0.09915400296449661
фсба запас возвратный отходы	учет технологический потеря и возвратный отходы фсба 5 2019	1.0	0.008714267984032631	0.022885240614414215
пояснение к баланс кредиторский задолженность	текстовый пояснение к бух баланс	0.0	-0.06593794375658035	0.01854465715587139
какой отчетность сдавать за 2022 иностранный представительство	расход иностранный представительство налоговый учет	0.0	-0.014673015102744102	-0.032980870455503464
совместитель в трудовой книжка нужно записывать	совместитель должный выбирать способ ведение трудовой книжка	0.0	0.6712698936462402	0.6769071221351624
новый работник в 22 год трудовой книжка	работник просить отправлять почта его трудовой книжка	0.0	-0.0348510704934597	-0.039745643734931946
нужно ли доплачивать сотрудник ответственный за обработка персональный данные	приказ о назначение ответственный за разработка персональный данные	1.0	0.10269056260585785	0.43651312589645386
ипать на патент общепит деньги получать на расчетный счет от организация за услуга питание	патент на образование услуга организация	0.0	0.01840967684984207	0.05141579732298851
как оформлять отпуск с последующий увольнение	приказ об отпуск с последующий увольнение когда сдавать сзв тд	0.0	-0.013269979506731033	-0.07607980072498322
запись в трудовой книжка отпуск с последующий увольнение	запись об электронный трудовой книжка	0.0	0.09812715649604797	0.05416072905063629
какой форма бухгалтерский отчетность надо показывать в состав	надо ли сдавать консолидировать отчетность в налоговый	0.0	0.1550801694393158	0.09962921589612961
ндс с реализация товар и услуга	реализация электронный услуга на территория россия	0.0	-0.018073517829179764	0.031579338014125824
как правильно оформлять авансовый отчет по командировка	надо ли оформлять авансовый отчет на суточный	0.0	-0.009039647877216339	-0.003604309633374214
единый упрощенный декларация за 1 квартал 2023	налоговый декларация по ндс за 1 квартал 2023	0.0	-0.04470368102192879	0.010392938740551472
приказ об увольнение генеральный директор по собственный желание	увольнение генеральный директор трудовой книжка	0.0	0.0025807861238718033	0.022426743060350418
приниматься ли скан копия первичный документ для подтверждение расход по ндс	скан копия первичный документ	1.0	0.9897645711898804	0.9878050088882446
включаться в отпуск период по беременность и род	пособие по беременность и род пилотный проект	0.0	-0.016797559335827827	-0.021987250074744225
налоговый мониторинг переходный период для сзпк	налоговый мониторинг цифровизация	0.0	-0.027331668883562088	-0.007600931450724602
позаказный учет себестоимость	себестоимость запас в часть оплата неденежный средство путем определение справедливый стоимость	0.0	0.10371236503124237	0.11079646646976471
акт разногласие по акт сверка с покупатель	акт сверка по договор в валюта как составлять	0.0	0.046028874814510345	0.021099496632814407
как увольнять работник находиться на больничный по сокращение штат	работник учреждение увольнять по сокращение штат как при выплата средний заработок на период трудоустройство определять трудоустраиваться он или нет	0.0	-0.022471899166703224	-0.010128822177648544
можно ли в приказ о командировка вписывать сумма суточные	приказ о норма расчет суточные по командировка образец	1.0	0.9766041040420532	0.5025609731674194
налоговый учет ос в нко за счет субсидия	регистрация журнал учет выдавать счет фактура 2023 в налоговый	0.0	0.008169583976268768	-0.0043376535177230835
заявление о прием на работа в порядок перевод бланк	заявление о прием на работа при перевод из организация в организация	1.0	0.9837064146995544	0.9816102385520935
акт отказ от ознакомление с акт отсутствие н рабочий место	акт разногласие по акт сверка с покупатель	0.0	0.322514146566391	0.22323335707187653
положение и согласие на персональный данные	пример положение об обработка и защита персональный данные	0.0	-0.01139092817902565	0.020258603617548943
кто мочь работать на патент для парикмахер	ставка ндфл для нерезидент работать по патент	0.0	-0.0013147713616490364	0.02478456124663353
ндфл с дивиденд когда учредитель отказываться от дивиденд	срок выдача 60 день или много дивиденд единый учредитель	0.0	-0.01729385182261467	0.016203248873353004
образец платежка с 1 май 2022	отмена счет фактура с 1 июль 2022	0.0	0.004989583045244217	0.0027188919484615326
план график общественный	план график для филиал	0.0	0.02126697078347206	-0.002533514052629471
кбк 2023 ндс с импортный товар беларусь	кбк ндс на товар ввозить на территория рф из еаэс в 2023	1.0	0.6073518991470337	0.8704825639724731
как составлять корректировка уведомление о прослеживать товар	ноутбук прослеживать товар	0.0	0.010000980459153652	-0.012023039162158966
ндфл при прием на работа со свидетельство о временный убежище	прием на работа житель украина предоставлять временный убежище в 2023 год	1.0	0.06813256442546844	0.22464212775230408
возврат обеспечительный платеж учет у арендатор на усна	учет ндс при возврат обеспечительный платеж по аренда помещение	0.0	-0.00950427446514368	0.052119795233011246
срок изменение штатный расписание при сокращение	штатный расписание образец	0.0	0.006429234519600868	0.006810938939452171
допсоглашение к договор о повышение оклад сотрудник	порядок уведомление работник о повышение оклад	0.0	0.042973168194293976	0.04970266669988632
как учитывать в налог на прибыль резерв на отпуск	резерв на отпуск упрощенный отчетность	0.0	-0.0898134708404541	-0.04738236218690872
нарушение срок выплата дивиденд ао	срок оплата налог с дивиденд	1.0	0.08253134042024612	0.03177807480096817
как рассчитать доплата за работа в выходной и праздник при суммировать учет	кто можно привлекать к работа в выходной и праздник	0.0	0.007161624729633331	-0.015783272683620453
экспорт ндс	экспорт ндс в книга	1.0	0.808224081993103	0.8013708591461182
какой документ в личный дело хранить нельзя	срок хранение личный дело увольнять сотрудник	0.0	0.011479225009679794	0.0027015889063477516
вновь создавать организация открывать расчетный счет	при открытие расчетный счет какой документ и куда сдаваться	0.0	0.10108420997858047	0.07195446640253067
кадровый перевод во время командировка	как определяться командировка или перевод	1.0	0.9795061349868774	0.6513378620147705
покупка автомобиль ооо налогообложение	покупка и регистрация автомобиль ипать	0.0	-0.038671113550662994	-0.0022013941779732704
когда выписываться исправительный фактура по ндс	ндс с предоплата счет фактура	0.0	0.02942194975912571	0.11629005521535873
6 ндфл если зарплата выплачиваться часть	как заполнять 2 ндфл если не выплачиваться зарплата	0.0	0.014096864499151707	-0.008178058080375195
кто подписывать кс 3 кс 2	пример заполнениякса 2 кс 3 при поэтапный сдача работа	0.0	-0.05717802047729492	-0.030542941763997078
акт расследование несчастный случай по путь на работа	форма н 1 акт о несчастный случай на производство 2022	1.0	0.9624245166778564	0.9792196750640869
нужно ли заносить котировка в реестр контракт	реестр контракт просрочка	0.0	0.18565458059310913	0.11164481937885284
можно ли принимать ндс по кассовый чек за услуга гостиница	ндс за гостиница по чек ккт	1.0	0.6392749547958374	0.6779345273971558
срок ответ на требование ифнс вне рамка проверка	срок отправка квитанция на требование по ткс	0.0	0.05466444790363312	0.09083987772464752
право на первый отпуск с момент прием на работа	прием на работа военный пенсионер	0.0	0.049860525876283646	0.04431542754173279
как составлять и зарегистрировать счет фактура при продажа земельный участок	ндс не начисляться при продажа земельный участок	1.0	0.9487676620483398	0.7722343802452087
можно ли о предстоящий увольнение по сокращение уведомлять по скайп	нужно ли уведомлять об увольнение госслужащий	0.0	-0.12813663482666016	-0.11031703650951385
приказ об отзыв из отпуск без сохранение заработный плата	приказ установка заработный плата	0.0	-0.018437394872307777	0.012024296447634697
налогообложение при уменьшение доля в уставной капитал участник ооо	схема уменьшение уставной капитал	0.0	0.09580376744270325	0.1273529976606369
отчетность при ликвидация ипать	план график при ликвидация	0.0	0.29905474185943604	0.1675744503736496
кто мочь подписывать контракт 44 фз	кто мочь подписывать трудовой договор	0.0	-0.02105778455734253	-0.027008384466171265
заявление о вычет на ребенок	заявление о компенсация расход на такси	0.0	0.02238534390926361	0.026603423058986664
как отражать в книга покупка счет фактура на аванс после реализация	счет фактура реализация аванс ндс	0.0	-0.002618147060275078	0.09446544945240021
переход на фсбу5	срок декларация на усна при переход на осна	0.0	-0.03502257913351059	0.014020878821611404
профессиональный день бухгалтер	срок уплата налог на профессиональный доход	0.0	-0.024381276220083237	-0.025809256359934807
показатель рентабельность при убыток	рентабельность актив отрицательный	1.0	0.9703933000564575	0.9757929444313049
можно ли издавать приказ об увольнение рано срок увольнение	памятка об увольнение	0.0	-0.02998526208102703	0.012014816515147686
425812	426584	0.0	0.09075480699539185	-0.03196238353848457
образец приказ о списание тмц	приказ о норма расчет суточные по командировка образец	0.0	0.2812875211238861	0.3309169113636017
согласие на обработка персональный данные с физлицо	согласие на передача персональный данные в банк	0.0	0.22904109954833984	0.14835968613624573
упрощенный учет по фсба 25 2018 мсп	фсба 25 2018 бухгалтерский учет аренда коммунальный платеж	0.0	0.04214732348918915	0.01769435964524746
как заполнять 13014 при уменьшение уставной капитал	как заполнять заявление при уменьшение уставной капитал	1.0	0.09429498016834259	0.11561386287212372
наличие транспортный накладная	раздел 1а в транспортный накладная	0.0	-0.04400709271430969	-0.029346715658903122
больничный декабрь выплачивать в январь 6 ндфл	отпускной выплачивать в декабрь 6 ндфл раздел 2	0.0	0.00022154953330755234	-0.07242926955223083
3 ндфл от продажа автомобиль уменьшать на расход от приобретение	пример заполнение 3 ндфл при покупка продажа авто	1.0	0.7505736351013184	0.6567091941833496
акт сверка расчет	письмо на возврат средство по акт сверка	0.0	-0.0054767196998000145	0.012767735868692398
за сколько день до отпуск писаться заявление от сотрудник	сколько день составлять отпуск научный сотрудник со степень	0.0	0.0001289835199713707	0.007717091590166092
когда принимать к вычет входной ндс при строительство осда	ндс незавершенный строительство когда к вычет	1.0	0.9812589883804321	0.9691014289855957
какой документ готовить заказчик по 44 фз запрос котировка	обязывать ли заказчик публиковать сведение в реестр договор по запрос котировка	0.0	0.24381104111671448	0.12969620525836945
акт сверка можно составлять в валюта	срок хранение акт сверка 2020	0.0	0.011632625013589859	-0.024136938154697418
реквизит транспортный накладная	формат представление электронный транспортный накладная	0.0	0.31083178520202637	0.2914794087409973
образец сопроводительный письмо к уточнять декларация по ндс	уточнять декларация по ндс срок исковой давность	0.0	-0.008773596957325935	0.022872308269143105
журнал регистрация счет фактура	образец счет фактура	0.0	0.8925057649612427	0.596084475517273
материнский капитал за второй ребенок в 2021 год	уменьшение уставной капитал учет у материнский компания	0.0	0.014739282429218292	-0.03955564647912979
график отпуск включать ли остаток отпуск прошлый год	можно ли выплачивать дивиденд из прибыль прошлый год	0.0	-0.014040675945580006	-0.03339532017707825
безвозмездный хранение налогообложение	ответ хранение без цена	1.0	0.5870850086212158	0.48075029253959656
можно увольняться главный бухгалтер до окончание банкротство	увольнение директор за два год до банкротство субсидиарный ответственность	0.0	0.0062753260135650635	-0.02890106849372387
договор c маркетплейс	прием иностранец c временный убежище	0.0	0.0076943631283938885	0.03416848182678223
дефектный ведомость как обоснование расход на ремонт	как обосновывать нмцк на текущий ремонт помещение	0.0	-0.14984102547168732	-0.07192114740610123
отчет об изменение капитал в баланс проверка	пример заполнение отчет об изменение капитал с убыток	0.0	-0.04845486581325531	-0.025795288383960724
доверенность на водитель при доставка товар	договор гпх на водитель	0.0	-0.12267507612705231	-0.12065751850605011
как принимать на работа по срочный трудовой договор приказ на прием на работа мало шесть месяц	приказ о прием на работа вместо мобилизованный	1.0	0.976578414440155	0.9186584949493408
нужно ли доплачивать сотрудник ответственный за обработка персональный данные	согласие на обработка персональный данные срок	0.0	-0.012448747642338276	0.031157393008470535
как заполнять 6 ндфл без работник на патент	ндфл с материальный выгода как заполнять 6 ндфл	0.0	0.03642721101641655	0.027953753247857094
главный книга 2023 год	какой срок хранение главный книга	0.0	-0.017429184168577194	-0.034510500729084015
как подтверждать допы расход на доставка материал	чем подтверждать расход на проезд	0.0	-0.0229148268699646	-0.015486597083508968
отчет о движение денежный средство за граница физический лицо	отчет по движение криптовалюта	0.0	0.6231944561004639	0.14927875995635986
включать в налогооблагаемый база обеспечительный платеж при усна доход	обеспечительный платеж по фсба 25	0.0	-0.006851798389106989	-0.04143019765615463
согласие работник работа в выходной когда не требоваться	согласие работник на работа в выходной список	1.0	0.9710549116134644	0.9702105522155762
страхование имущество предусматривать договор ипотека в расход усна	усна доход расход разработка программа договор на оказание услуга в валюта	0.0	0.012765461578965187	0.09561128914356232
акт об отказ	акт об отсутствие на рабочий место надо составлять каждый день	0.0	0.0037382319569587708	0.006564680486917496
где отражать обесценение запас в отчет о финансовый результат	как в офр отражать резерв под обесценение запас	1.0	0.8932832479476929	0.9062694907188416
заявление на регистрация индивидуальный предприниматель	штраф для индивидуальный предприниматель за непредоставление декларация и неуплата налог	0.0	0.036263592541217804	0.01350012794137001
ндфл с новогодний подарок ребенок работник	новогодний подарок ребенок сотрудник прибыль	0.0	0.012942261062562466	-0.006312374025583267
как отражать в отчет отчет по смп субподрядчик	отчет смп привлечение	1.0	0.9517637491226196	0.8915454745292664
основание для издание приказ на учебный отпуск	основание для закупка у едпоставщик	0.0	0.004909424111247063	-0.04113922268152237
аудиторский заключение выражение мнение	образец договор на оказание аудиторский проверка	0.0	-0.025619611144065857	0.031973883509635925
ликвидационный баланс и отчет о финансовый результат	промежуточный баланс при ликвидация куда сдаваться	1.0	0.023574355989694595	0.0763309970498085
заявление о ведение этк при прием на работа впервые	при прием на работа обязательно заявление	0.0	0.188542440533638	0.021684076637029648
журнал учет трудовой книжка заполнять	стоимость трудовой книжка в налоговый учет	0.0	-0.041348837316036224	-0.05273249372839928
рентабельность компания	рентабельность от производветснная деятельность	0.0	-0.06622172892093658	-0.07754569500684738
как сверять сальдо по енс	платежок для енс с 1 март 2023	0.0	0.05011451989412308	0.060494616627693176
обязательный ли договор если быть счет оферта	счет договор на услуга	1.0	0.14845547080039978	0.11750533431768417
нко применение фсба 25 2018	пбу 18 02 при применение фсба 25 2018 у лизингодатель	0.0	0.02517707459628582	0.021400246769189835
как списывать изготовление сертификат электронный торги	я посмотреть вебинар как получать сертификат	0.0	-0.04286631941795349	-0.028106261044740677
какой данные ооо и ипать должный подавать до 1 март 2023 год по охрана труд	что новое в охрана труд	1.0	0.26635026931762695	0.11498944461345673
оплата проводить за третий лицо письмо	оплата третий лицо за физический лицо нужно ли пробивать чек	0.0	-0.03967655450105667	0.004582695662975311
изменение в заполнение корректировочный счет фактура с ноябрь 2021	налог на прибыль корректировочный счет фактура мировой соглашение	0.0	0.2171904742717743	0.6548700928688049
как утверждать размещать план график закупка по 44 фз	план график по 44 фз для филиал про госзаказ ру	0.0	0.03829646110534668	0.004005424678325653
договор на осуществление авторский надзор и научный руководство	различие договор гпх и трудовой договор	0.0	-0.020357616245746613	-0.022495616227388382
несколько платежка уведомление по один налог и отчетный период	отчетный период при крупный сделка	0.0	0.12263726443052292	0.0707206204533577
налоговый декларация по налог на прибыль за 3 квартал 2022	подавать заявление на взнос чтобы снижать на они налог по усна за 1 квартал	0.0	-0.11090141534805298	-0.07965783029794693
как долго рассматривать микротравма	срок микротравма	1.0	0.7243317365646362	0.7821859121322632
ндс уточнять декларация исправление инн раздел 9	уточнять декларация по ндс новый камеральный проверка	0.0	0.01184055581688881	0.005436900537461042
организация возвращать заем учредитель квартира	покупка квартира с материнский капитал	0.0	0.03545648604631424	0.034956589341163635
не добровольный отказ от усна бланк уведомление	приказ об отказ лимит касса бланк	0.0	0.039527926594018936	0.04298274219036102
при разъездной характер работа можно выплачивать суточный	разъездной характер работа ндфл	0.0	0.04054756835103035	0.14635953307151794
приказ о создание комиссия на спецоценка условие труд	приказ ос оздание комиссия по соут	1.0	0.3229147791862488	0.36782607436180115
как ознакомлять работник с график отпуск	как правильно составлять график отпуск	1.0	0.5441937446594238	0.4939746856689453
приказ об утверждение инвентаризация	приказ об утверждение итог инвентаризация фин обязательство	1.0	0.8256663084030151	0.8500561714172363
приказ об отпуск с последующий увольнение когда сдавать сзв тд	сзв тд когда сдавать при смена должность	0.0	0.12403185665607452	0.12964670360088348
выплата больничный по уход за ребенок по мрот	работник увольнять по сокращение обращаться за выплата средний заработок через 3 месяц за выплата за время трудоустройство	0.0	0.004027280956506729	0.009841663762927055
бухгалтерский учет выкуп автомобиль с лизинг	компенсация угон автомобиль лизинг	0.0	0.5838173627853394	0.6472253799438477
ипать без ндс выписывать упд со статус 1 или 2	контролировать сделка 1 мир с ндс или без ндс	0.0	-0.013642784208059311	0.0009724963456392288
как происходить регистрация микротравма	расследование и учет микротравма	1.0	0.8180887699127197	0.7515742778778076
акт чека коррекция	замена бумажный кассовый чека электронный	0.0	-0.01070346962660551	0.07747819274663925
ипать на патент сдача в аренда помещение нужно ли платить налог на и имущество 2022	надо ли организация на усна платить налог на имущество	0.0	0.021735774353146553	-0.011597594246268272
какой организация относиться к крупный налогоплательщик	крупный налогоплательщик критерий отбор	1.0	0.9658291339874268	0.9534730911254883
как заполнять транспортный накладная при самовывоз	перевозчик в транспортный накладная	0.0	0.029730377718806267	0.06624840945005417
возврат лизинг проводка	комиссия по лизинг проводка	0.0	0.20333097875118256	0.20788027346134186
списание материал в налоговый учет	способ списание материал	0.0	-0.0237287525087595	-0.03310814127326012
возврат товар ненадлежащий качество от покупатель	возврат товар от покупатель авансовый счет фактура	0.0	0.17729094624519348	0.10383852571249008
если быть обособленный подразделение куда подавать отчет 6 ндфл и уведомление с 1 январь 2023	куда платить налог и взнос по обособленный подразделение в 2023 год	0.0	-0.03788754343986511	-0.04723068326711655
ипать на усна 6 проводка от продажа земельный участок	как отражать в налоговый учет раздел размежевание с цель продажа часть земельный участок	1.0	0.6502987146377563	0.6887051463127136
